GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC01_EST_VC01,Total; Estimate; Living with own grandchildren under 18 years
HC04_MOE_VC27,"Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; Living with own grandchildren under 18 years - LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC05_EST_VC27,"Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; Living with own grandchildren under 18 years - LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC05_MOE_VC27,"Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; Living with own grandchildren under 18 years - LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC01_EST_VC29,Total; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC01_MOE_VC29,Total; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC03_EST_VC29,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC03_MOE_VC29,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC04_EST_VC29,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC04_MOE_VC29,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC05_EST_VC29,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC05_MOE_VC29,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC01_EST_VC30,Total; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years - With any disability
HC01_MOE_VC30,Total; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years - With any disability
HC03_EST_VC30,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years - With any disability
HC03_MOE_VC30,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years - With any disability
HC04_EST_VC30,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years - With any disability
HC04_MOE_VC30,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years - With any disability
HC05_EST_VC30,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years - With any disability
HC05_MOE_VC30,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years - With any disability
HC01_EST_VC32,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC01_MOE_VC32,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC03_EST_VC32,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC03_MOE_VC32,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC04_EST_VC32,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC04_MOE_VC32,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC05_EST_VC32,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC05_MOE_VC32,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC01_EST_VC33,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months below poverty level
HC01_MOE_VC33,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months below poverty level
HC03_EST_VC33,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months below poverty level
HC03_MOE_VC33,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months below poverty level
HC04_EST_VC33,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months below poverty level
HC04_MOE_VC33,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months below poverty level
HC05_EST_VC33,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months below poverty level
HC05_MOE_VC33,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months below poverty level
HC01_EST_VC34,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC01_MOE_VC34,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC03_EST_VC34,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC03_MOE_VC34,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC04_EST_VC34,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC04_MOE_VC34,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC05_EST_VC34,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC05_MOE_VC34,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC01_EST_VC35,Total; Estimate; Grandparents living with own grandchildren under 18 years in households
HC01_MOE_VC35,Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households
HC03_EST_VC35,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; Grandparents living with own grandchildren under 18 years in households
HC03_MOE_VC35,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households
HC04_EST_VC35,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; Grandparents living with own grandchildren under 18 years in households
HC04_MOE_VC35,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; Grandparents living with own grandchildren under 18 years in households
HC05_EST_VC35,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; Grandparents living with own grandchildren under 18 years in households
HC05_MOE_VC35,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; Grandparents living with own grandchildren under 18 years in households
HC01_EST_VC37,Total; Estimate; Grandparents living with own grandchildren under 18 years in households - PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC01_MOE_VC37,Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC03_EST_VC37,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; Grandparents living with own grandchildren under 18 years in households - PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC03_MOE_VC37,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC04_EST_VC37,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; Grandparents living with own grandchildren under 18 years in households - PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC04_MOE_VC37,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; Grandparents living with own grandchildren under 18 years in households - PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC05_EST_VC37,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; Grandparents living with own grandchildren under 18 years in households - PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC05_MOE_VC37,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; Grandparents living with own grandchildren under 18 years in households - PRESENCE OF PARENT(S) OF GRANDCHILDREN - Householder or spouse responsible for grandchildren with no parent of grandchildren present
HC01_EST_VC39,Total; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 1-unit structures
HC01_MOE_VC39,Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 1-unit structures
HC03_EST_VC39,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 1-unit structures
HC03_MOE_VC39,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 1-unit structures
HC04_EST_VC39,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 1-unit structures
HC04_MOE_VC39,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 1-unit structures
HC05_EST_VC39,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 1-unit structures
HC05_MOE_VC39,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 1-unit structures
HC01_EST_VC40,Total; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 2-or-more-unit structures
HC01_MOE_VC40,Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 2-or-more-unit structures
HC03_EST_VC40,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 2-or-more-unit structures
HC03_MOE_VC40,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 2-or-more-unit structures
HC04_EST_VC40,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 2-or-more-unit structures
HC04_MOE_VC40,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 2-or-more-unit structures
HC05_EST_VC40,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 2-or-more-unit structures
HC05_MOE_VC40,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In 2-or-more-unit structures
HC01_EST_VC41,Total; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In mobile homes and all other types of units
HC01_MOE_VC41,Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In mobile homes and all other types of units
HC03_EST_VC41,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In mobile homes and all other types of units
HC03_MOE_VC41,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In mobile homes and all other types of units
HC04_EST_VC41,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In mobile homes and all other types of units
HC04_MOE_VC41,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In mobile homes and all other types of units
HC05_EST_VC41,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In mobile homes and all other types of units
HC05_MOE_VC41,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; Grandparents living with own grandchildren under 18 years in households - UNITS IN STRUCTURE - In mobile homes and all other types of units
HC01_EST_VC43,Total; Estimate; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In owner-occupied housing units
HC01_MOE_VC43,Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In owner-occupied housing units
HC03_EST_VC43,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In owner-occupied housing units
HC03_MOE_VC43,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In owner-occupied housing units
HC04_EST_VC43,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In owner-occupied housing units
HC04_MOE_VC43,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In owner-occupied housing units
HC05_EST_VC43,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In owner-occupied housing units
HC05_MOE_VC43,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In owner-occupied housing units
HC01_EST_VC44,Total; Estimate; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In renter-occupied housing units
HC01_MOE_VC44,Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In renter-occupied housing units
HC03_EST_VC44,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In renter-occupied housing units
HC03_MOE_VC44,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In renter-occupied housing units
HC04_EST_VC44,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In renter-occupied housing units
HC04_MOE_VC44,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In renter-occupied housing units
HC05_EST_VC44,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In renter-occupied housing units
HC05_MOE_VC44,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; Grandparents living with own grandchildren under 18 years in households - HOUSING TENURE - In renter-occupied housing units
HC01_EST_VC46,Total; Estimate; HOUSEHOLDS - Households
HC01_MOE_VC46,Total; Margin of Error; HOUSEHOLDS - Households
HC03_EST_VC46,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; HOUSEHOLDS - Households
HC03_MOE_VC46,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; HOUSEHOLDS - Households
HC04_EST_VC46,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; HOUSEHOLDS - Households
HC04_MOE_VC46,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; HOUSEHOLDS - Households
HC05_EST_VC46,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; HOUSEHOLDS - Households
HC05_MOE_VC46,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; HOUSEHOLDS - Households
HC01_EST_VC47,Total; Estimate; HOUSEHOLDS - Households - With grandparents living with grandchildren
HC01_MOE_VC47,Total; Margin of Error; HOUSEHOLDS - Households - With grandparents living with grandchildren
HC03_EST_VC47,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; HOUSEHOLDS - Households - With grandparents living with grandchildren
HC03_MOE_VC47,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; HOUSEHOLDS - Households - With grandparents living with grandchildren
HC04_EST_VC47,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; HOUSEHOLDS - Households - With grandparents living with grandchildren
HC04_MOE_VC47,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; HOUSEHOLDS - Households - With grandparents living with grandchildren
HC05_EST_VC47,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; HOUSEHOLDS - Households - With grandparents living with grandchildren
HC05_MOE_VC47,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; HOUSEHOLDS - Households - With grandparents living with grandchildren
HC01_EST_VC49,Total; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren
HC01_MOE_VC49,Total; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren
HC03_EST_VC49,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren
HC03_MOE_VC49,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren
HC04_EST_VC49,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren
HC04_MOE_VC49,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren
HC05_EST_VC49,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; PERCENT IMPUTED - Grandparents living with grandchildren
HC05_MOE_VC49,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; PERCENT IMPUTED - Grandparents living with grandchildren
HC01_EST_VC50,Total; Estimate; PERCENT IMPUTED - Grandparents responsible for grandchildren
HC01_MOE_VC50,Total; Margin of Error; PERCENT IMPUTED - Grandparents responsible for grandchildren
HC03_EST_VC50,Percent  distribution of grandparents responsible for grandchildren - Total; Estimate; PERCENT IMPUTED - Grandparents responsible for grandchildren
HC03_MOE_VC50,Percent  distribution of grandparents responsible for grandchildren - Total; Margin of Error; PERCENT IMPUTED - Grandparents responsible for grandchildren
HC04_EST_VC50,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Estimate; PERCENT IMPUTED - Grandparents responsible for grandchildren
HC04_MOE_VC50,Percent  distribution of grandparents responsible for grandchildren - 30 to 59 years; Margin of Error; PERCENT IMPUTED - Grandparents responsible for grandchildren
HC05_EST_VC50,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Estimate; PERCENT IMPUTED - Grandparents responsible for grandchildren
HC05_MOE_VC50,Percent  distribution of grandparents responsible for grandchildren - 60 years and over; Margin of Error; PERCENT IMPUTED - Grandparents responsible for grandchildren
