GEO.id,Id
HC03_EST_VC52,Foreign born; Entered 1990 to 1999; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC03_MOE_VC52,Foreign born; Entered 1990 to 1999; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC04_EST_VC52,Foreign born; Entered before 1990; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC04_MOE_VC52,Foreign born; Entered before 1990; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC01_EST_VC53,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC01_MOE_VC53,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC02_EST_VC53,Foreign born; Entered 2000 or later; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC02_MOE_VC53,Foreign born; Entered 2000 or later; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC03_EST_VC53,Foreign born; Entered 1990 to 1999; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC03_MOE_VC53,Foreign born; Entered 1990 to 1999; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC04_EST_VC53,Foreign born; Entered before 1990; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC04_MOE_VC53,Foreign born; Entered before 1990; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC01_EST_VC55,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_MOE_VC55,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_EST_VC55,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_MOE_VC55,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_EST_VC55,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_MOE_VC55,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_EST_VC55,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_MOE_VC55,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_EST_VC56,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC01_MOE_VC56,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC02_EST_VC56,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC02_MOE_VC56,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC03_EST_VC56,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC03_MOE_VC56,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC04_EST_VC56,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC04_MOE_VC56,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC01_EST_VC57,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC01_MOE_VC57,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC02_EST_VC57,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC02_MOE_VC57,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC03_EST_VC57,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC03_MOE_VC57,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC04_EST_VC57,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC04_MOE_VC57,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC01_EST_VC58,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC01_MOE_VC58,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC02_EST_VC58,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC02_MOE_VC58,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC03_EST_VC58,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC03_MOE_VC58,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC04_EST_VC58,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC04_MOE_VC58,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC01_EST_VC59,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC01_MOE_VC59,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC02_EST_VC59,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC02_MOE_VC59,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC03_EST_VC59,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC03_MOE_VC59,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC04_EST_VC59,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC04_MOE_VC59,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC01_EST_VC60,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC01_MOE_VC60,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC02_EST_VC60,Foreign born; Entered 2000 or later; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC02_MOE_VC60,Foreign born; Entered 2000 or later; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC03_EST_VC60,Foreign born; Entered 1990 to 1999; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC03_MOE_VC60,Foreign born; Entered 1990 to 1999; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC04_EST_VC60,Foreign born; Entered before 1990; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC04_MOE_VC60,Foreign born; Entered before 1990; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC01_EST_VC62,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC01_MOE_VC62,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC02_EST_VC62,Foreign born; Entered 2000 or later; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC02_MOE_VC62,Foreign born; Entered 2000 or later; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC03_EST_VC62,Foreign born; Entered 1990 to 1999; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC03_MOE_VC62,Foreign born; Entered 1990 to 1999; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC04_EST_VC62,Foreign born; Entered before 1990; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC04_MOE_VC62,Foreign born; Entered before 1990; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over
HC01_EST_VC63,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC01_MOE_VC63,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC02_EST_VC63,Foreign born; Entered 2000 or later; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC02_MOE_VC63,Foreign born; Entered 2000 or later; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC03_EST_VC63,Foreign born; Entered 1990 to 1999; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC03_MOE_VC63,Foreign born; Entered 1990 to 1999; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC04_EST_VC63,Foreign born; Entered before 1990; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC04_MOE_VC63,Foreign born; Entered before 1990; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - English only
HC01_EST_VC64,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC01_MOE_VC64,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC02_EST_VC64,Foreign born; Entered 2000 or later; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC02_MOE_VC64,Foreign born; Entered 2000 or later; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC03_EST_VC64,Foreign born; Entered 1990 to 1999; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC03_MOE_VC64,Foreign born; Entered 1990 to 1999; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC04_EST_VC64,Foreign born; Entered before 1990; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC04_MOE_VC64,Foreign born; Entered before 1990; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English
HC01_EST_VC65,"Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC01_MOE_VC65,"Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC02_EST_VC65,"Foreign born; Entered 2000 or later; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC02_MOE_VC65,"Foreign born; Entered 2000 or later; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC03_EST_VC65,"Foreign born; Entered 1990 to 1999; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC03_MOE_VC65,"Foreign born; Entered 1990 to 1999; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC04_EST_VC65,"Foreign born; Entered before 1990; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC04_MOE_VC65,"Foreign born; Entered before 1990; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Population 5 years and over - Language other than English - Speak English less than ""very well"""
HC01_EST_VC67,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC01_MOE_VC67,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC02_EST_VC67,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC02_MOE_VC67,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC03_EST_VC67,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC03_MOE_VC67,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC04_EST_VC67,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Population 16 years and over
HC04_MOE_VC67,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over
HC01_EST_VC68,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC01_MOE_VC68,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC02_EST_VC68,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC02_MOE_VC68,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC03_EST_VC68,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC03_MOE_VC68,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC04_EST_VC68,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC04_MOE_VC68,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force
HC01_EST_VC69,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC01_MOE_VC69,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC02_EST_VC69,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC02_MOE_VC69,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC03_EST_VC69,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC03_MOE_VC69,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC04_EST_VC69,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC04_MOE_VC69,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force
HC01_EST_VC70,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC01_MOE_VC70,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC02_EST_VC70,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC02_MOE_VC70,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC03_EST_VC70,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC03_MOE_VC70,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC04_EST_VC70,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC04_MOE_VC70,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Employed
HC01_EST_VC71,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC01_MOE_VC71,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC02_EST_VC71,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC02_MOE_VC71,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC03_EST_VC71,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC03_MOE_VC71,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC04_EST_VC71,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC04_MOE_VC71,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed
HC01_EST_VC72,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC01_MOE_VC72,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC02_EST_VC72,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC02_MOE_VC72,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC03_EST_VC72,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC03_MOE_VC72,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC04_EST_VC72,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC04_MOE_VC72,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Civilian labor force - Unemployed - Percent of civilian labor force
HC01_EST_VC73,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Armed Forces
HC01_MOE_VC73,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Armed Forces
HC02_EST_VC73,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Armed Forces
HC02_MOE_VC73,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Armed Forces
HC03_EST_VC73,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Armed Forces
HC03_MOE_VC73,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Armed Forces
HC04_EST_VC73,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Armed Forces
HC04_MOE_VC73,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - In labor force - Armed Forces
HC01_EST_VC74,Total; Estimate; EMPLOYMENT STATUS - Population 16 years and over - Not in labor force
HC01_MOE_VC74,Total; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - Not in labor force
HC02_EST_VC74,Foreign born; Entered 2000 or later; Estimate; EMPLOYMENT STATUS - Population 16 years and over - Not in labor force
HC02_MOE_VC74,Foreign born; Entered 2000 or later; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - Not in labor force
HC03_EST_VC74,Foreign born; Entered 1990 to 1999; Estimate; EMPLOYMENT STATUS - Population 16 years and over - Not in labor force
HC03_MOE_VC74,Foreign born; Entered 1990 to 1999; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - Not in labor force
HC04_EST_VC74,Foreign born; Entered before 1990; Estimate; EMPLOYMENT STATUS - Population 16 years and over - Not in labor force
HC04_MOE_VC74,Foreign born; Entered before 1990; Margin of Error; EMPLOYMENT STATUS - Population 16 years and over - Not in labor force
HC01_EST_VC75,Total; Estimate; Civilian employed population 16 years and over
HC01_MOE_VC75,Total; Margin of Error; Civilian employed population 16 years and over
HC02_EST_VC75,Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over
HC02_MOE_VC75,Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over
HC03_EST_VC75,Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over
HC03_MOE_VC75,Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over
HC04_EST_VC75,Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over
HC04_MOE_VC75,Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over
HC01_EST_VC77,Total; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Private wage and salary workers
HC01_MOE_VC77,Total; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Private wage and salary workers
HC02_EST_VC77,Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Private wage and salary workers
HC02_MOE_VC77,Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Private wage and salary workers
HC03_EST_VC77,Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Private wage and salary workers
HC03_MOE_VC77,Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Private wage and salary workers
HC04_EST_VC77,Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Private wage and salary workers
HC04_MOE_VC77,Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Private wage and salary workers
HC01_EST_VC78,Total; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Government workers
HC01_MOE_VC78,Total; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Government workers
HC02_EST_VC78,Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Government workers
HC02_MOE_VC78,Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Government workers
HC03_EST_VC78,Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Government workers
HC03_MOE_VC78,Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Government workers
HC04_EST_VC78,Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Government workers
HC04_MOE_VC78,Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Government workers
HC01_EST_VC79,Total; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Self-employed workers in own not incorporated business
HC01_MOE_VC79,Total; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Self-employed workers in own not incorporated business
HC02_EST_VC79,Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Self-employed workers in own not incorporated business
HC02_MOE_VC79,Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Self-employed workers in own not incorporated business
HC03_EST_VC79,Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Self-employed workers in own not incorporated business
HC03_MOE_VC79,Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Self-employed workers in own not incorporated business
HC04_EST_VC79,Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Self-employed workers in own not incorporated business
HC04_MOE_VC79,Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Self-employed workers in own not incorporated business
HC01_EST_VC80,Total; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Unpaid family workers
HC01_MOE_VC80,Total; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Unpaid family workers
HC02_EST_VC80,Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Unpaid family workers
HC02_MOE_VC80,Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Unpaid family workers
HC03_EST_VC80,Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Unpaid family workers
HC03_MOE_VC80,Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Unpaid family workers
HC04_EST_VC80,Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - CLASS OF WORKER - Unpaid family workers
HC04_MOE_VC80,Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - CLASS OF WORKER - Unpaid family workers
HC01_EST_VC82,"Total; Estimate; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC01_MOE_VC82,"Total; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC02_EST_VC82,"Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC02_MOE_VC82,"Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC03_EST_VC82,"Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC03_MOE_VC82,"Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC04_EST_VC82,"Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC04_MOE_VC82,"Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - OCCUPATION - Management, professional, and related occupations"
HC01_EST_VC83,Total; Estimate; Civilian employed population 16 years and over - OCCUPATION - Service occupations
