GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC01_MOE_VC35,Total; Margin of Error; SCHOOL ENROLLMENT - Children 3 to 17 years in households - Not enrolled in school
HC02_EST_VC35,In married-couple family household; Estimate; SCHOOL ENROLLMENT - Children 3 to 17 years in households - Not enrolled in school
HC02_MOE_VC35,In married-couple family household; Margin of Error; SCHOOL ENROLLMENT - Children 3 to 17 years in households - Not enrolled in school
HC03_EST_VC35,"In male householder, no wife present, family household; Estimate; SCHOOL ENROLLMENT - Children 3 to 17 years in households - Not enrolled in school"
HC03_MOE_VC35,"In male householder, no wife present, family household; Margin of Error; SCHOOL ENROLLMENT - Children 3 to 17 years in households - Not enrolled in school"
HC04_EST_VC35,"In female householder, no husband present, family household; Estimate; SCHOOL ENROLLMENT - Children 3 to 17 years in households - Not enrolled in school"
HC04_MOE_VC35,"In female householder, no husband present, family household; Margin of Error; SCHOOL ENROLLMENT - Children 3 to 17 years in households - Not enrolled in school"
HC01_EST_VC37,Total; Estimate; MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FAMILIES WITH OWN CHILDREN - Median income (dollars)
HC01_MOE_VC37,Total; Margin of Error; MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FAMILIES WITH OWN CHILDREN - Median income (dollars)
HC02_EST_VC37,In married-couple family household; Estimate; MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FAMILIES WITH OWN CHILDREN - Median income (dollars)
HC02_MOE_VC37,In married-couple family household; Margin of Error; MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FAMILIES WITH OWN CHILDREN - Median income (dollars)
HC03_EST_VC37,"In male householder, no wife present, family household; Estimate; MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FAMILIES WITH OWN CHILDREN - Median income (dollars)"
HC03_MOE_VC37,"In male householder, no wife present, family household; Margin of Error; MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FAMILIES WITH OWN CHILDREN - Median income (dollars)"
HC04_EST_VC37,"In female householder, no husband present, family household; Estimate; MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FAMILIES WITH OWN CHILDREN - Median income (dollars)"
HC04_MOE_VC37,"In female householder, no husband present, family household; Margin of Error; MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FAMILIES WITH OWN CHILDREN - Median income (dollars)"
HC01_EST_VC38,Total; Estimate; Children under 18 years in households
HC01_MOE_VC38,Total; Margin of Error; Children under 18 years in households
HC02_EST_VC38,In married-couple family household; Estimate; Children under 18 years in households
HC02_MOE_VC38,In married-couple family household; Margin of Error; Children under 18 years in households
HC03_EST_VC38,"In male householder, no wife present, family household; Estimate; Children under 18 years in households"
HC03_MOE_VC38,"In male householder, no wife present, family household; Margin of Error; Children under 18 years in households"
HC04_EST_VC38,"In female householder, no husband present, family household; Estimate; Children under 18 years in households"
HC04_MOE_VC38,"In female householder, no husband present, family household; Margin of Error; Children under 18 years in households"
HC01_EST_VC40,"Total; Estimate; Children under 18 years in households - PUBLIC ASSISTANCE IN THE PAST 12 MONTHS - Children living in households with Supplemental Security Income (SSI), cash public assistance income, or Food Stamp/SNAP benefits"
HC01_MOE_VC40,"Total; Margin of Error; Children under 18 years in households - PUBLIC ASSISTANCE IN THE PAST 12 MONTHS - Children living in households with Supplemental Security Income (SSI), cash public assistance income, or Food Stamp/SNAP benefits"
HC02_EST_VC40,"In married-couple family household; Estimate; Children under 18 years in households - PUBLIC ASSISTANCE IN THE PAST 12 MONTHS - Children living in households with Supplemental Security Income (SSI), cash public assistance income, or Food Stamp/SNAP benefits"
HC02_MOE_VC40,"In married-couple family household; Margin of Error; Children under 18 years in households - PUBLIC ASSISTANCE IN THE PAST 12 MONTHS - Children living in households with Supplemental Security Income (SSI), cash public assistance income, or Food Stamp/SNAP benefits"
HC03_EST_VC40,"In male householder, no wife present, family household; Estimate; Children under 18 years in households - PUBLIC ASSISTANCE IN THE PAST 12 MONTHS - Children living in households with Supplemental Security Income (SSI), cash public assistance income, or Food Stamp/SNAP benefits"
HC03_MOE_VC40,"In male householder, no wife present, family household; Margin of Error; Children under 18 years in households - PUBLIC ASSISTANCE IN THE PAST 12 MONTHS - Children living in households with Supplemental Security Income (SSI), cash public assistance income, or Food Stamp/SNAP benefits"
HC04_EST_VC40,"In female householder, no husband present, family household; Estimate; Children under 18 years in households - PUBLIC ASSISTANCE IN THE PAST 12 MONTHS - Children living in households with Supplemental Security Income (SSI), cash public assistance income, or Food Stamp/SNAP benefits"
HC04_MOE_VC40,"In female householder, no husband present, family household; Margin of Error; Children under 18 years in households - PUBLIC ASSISTANCE IN THE PAST 12 MONTHS - Children living in households with Supplemental Security Income (SSI), cash public assistance income, or Food Stamp/SNAP benefits"
HC01_EST_VC42,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined
HC01_MOE_VC42,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined
HC02_EST_VC42,In married-couple family household; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined
HC02_MOE_VC42,In married-couple family household; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined
HC03_EST_VC42,"In male householder, no wife present, family household; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined"
HC03_MOE_VC42,"In male householder, no wife present, family household; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined"
HC04_EST_VC42,"In female householder, no husband present, family household; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined"
HC04_MOE_VC42,"In female householder, no husband present, family household; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined"
HC01_EST_VC43,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months below poverty level
HC01_MOE_VC43,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months below poverty level
HC02_EST_VC43,In married-couple family household; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months below poverty level
HC02_MOE_VC43,In married-couple family household; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months below poverty level
HC03_EST_VC43,"In male householder, no wife present, family household; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months below poverty level"
HC03_MOE_VC43,"In male householder, no wife present, family household; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months below poverty level"
HC04_EST_VC43,"In female householder, no husband present, family household; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months below poverty level"
HC04_MOE_VC43,"In female householder, no husband present, family household; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months below poverty level"
HC01_EST_VC44,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC01_MOE_VC44,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC02_EST_VC44,In married-couple family household; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC02_MOE_VC44,In married-couple family household; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months at or above poverty level
HC03_EST_VC44,"In male householder, no wife present, family household; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months at or above poverty level"
HC03_MOE_VC44,"In male householder, no wife present, family household; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months at or above poverty level"
HC04_EST_VC44,"In female householder, no husband present, family household; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months at or above poverty level"
HC04_MOE_VC44,"In female householder, no husband present, family household; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Children in households for whom poverty status is determined - Income in the past 12 months at or above poverty level"
HC01_EST_VC46,Total; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units
HC01_MOE_VC46,Total; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units
HC02_EST_VC46,In married-couple family household; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units
HC02_MOE_VC46,In married-couple family household; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units
HC03_EST_VC46,"In male householder, no wife present, family household; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units"
HC03_MOE_VC46,"In male householder, no wife present, family household; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units"
HC04_EST_VC46,"In female householder, no husband present, family household; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units"
HC04_MOE_VC46,"In female householder, no husband present, family household; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units"
HC01_EST_VC47,Total; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units - In owner-occupied housing units
HC01_MOE_VC47,Total; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units - In owner-occupied housing units
HC02_EST_VC47,In married-couple family household; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units - In owner-occupied housing units
HC02_MOE_VC47,In married-couple family household; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units - In owner-occupied housing units
HC03_EST_VC47,"In male householder, no wife present, family household; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units - In owner-occupied housing units"
HC03_MOE_VC47,"In male householder, no wife present, family household; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units - In owner-occupied housing units"
HC04_EST_VC47,"In female householder, no husband present, family household; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units - In owner-occupied housing units"
HC04_MOE_VC47,"In female householder, no husband present, family household; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units - In owner-occupied housing units"
HC01_EST_VC48,Total; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units - In renter-occupied housing units
HC01_MOE_VC48,Total; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units - In renter-occupied housing units
HC02_EST_VC48,In married-couple family household; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units - In renter-occupied housing units
HC02_MOE_VC48,In married-couple family household; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units - In renter-occupied housing units
HC03_EST_VC48,"In male householder, no wife present, family household; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units - In renter-occupied housing units"
HC03_MOE_VC48,"In male householder, no wife present, family household; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units - In renter-occupied housing units"
HC04_EST_VC48,"In female householder, no husband present, family household; Estimate; HOUSING TENURE - Children under 18 years in occupied housing units - In renter-occupied housing units"
HC04_MOE_VC48,"In female householder, no husband present, family household; Margin of Error; HOUSING TENURE - Children under 18 years in occupied housing units - In renter-occupied housing units"
